Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751.453,10840095.13,12712471.4,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118564.85,76407396.76,93345847.73,100534663.3,88265974.58,112119406.5,110906032.1,134707184.4,136047896.2,100807001.8,141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16298542028,21329395901,22389626329,21942597765,21736500713,13180195435,11260900826,12293579173,
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4446528165,5016048786,5327573509,5949478035,6680298251,7600579093,8455611129,9136711288,9915140546,11266091571,13139862500,14591755682,16885506818,22347844649,25351305682,28525872476,31152840485,36176233117,44270203154,54481875805,56829663469,52346507380,54617991327,49428872678,48020024788,47820850975,56379593720,65652751132,76261278405,79169043642,97891090929,1.05143E+11,1.16225E+11,1.08809E+11,1.16602E+11,1.36878E+11,1.45862E+11,1.43158E+11,1.44428E+11,1.42541E+11,1.30134E+11,1.36191E+11,1.53831E+11,2.01924E+11,2.40521E+11,2.47783E+11,2.73318E+11,3.18498E+11,3.54461E+11,3.3E+11,2.99362E+11,2.87798E+11,2.45671E+11,2.39862E+11,2.3703E+11,1.95542E+11,1.92691E+11,2.00288E+11,
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494495.19,88322386.3,102244362.2,110900457,115651918.9,125435590,131803552.2,145533310.7,167728455.2,187589522.6,215009569.6,236357523.7,267327642.2,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695370296.3,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222,1126882296,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520026.67,88570952.87,106101175.7,140153748.2,169918948.6,211194305.7,240780413.6,282269373,355989047.3,420642463.4,476055288.4,435746974.8,402405069.4,416183706.9,379371608.4,412876071.1,603015696.5,787392365.8,898611007.9,929796722.4,1018970365,1016493395,1037921837,927219728.9,1005879948,1208946166,1197509787,1072147778,1149862703,1131561595,1068030830,1086172923,1169138789,1558768614,1825157317,1849805733,2013099482,2249811709,2499107511,2529948330,2503156061,2684467376,2609667674,2669515517,2837737194,2520206900,2705898956,,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650125217,9406097735,10440842165,11399942453,12983235568,14655404433,15674835615,17790026222,19395491993,18318412251,19288827159,18702802784,20776669473,21917706485,23965276000,27211377220,30231249362,34113107085,39136954238,37734072276,41338521642,47654783851,50388460920,53851148432,58722323918,63767597194,68663653469,75620095538,
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3385000000,3560000000,3857000000,4197000000,4213000000,4375000000,4621000000,4781000000,4895000000,4928000000,5199000000,5336000000,5538000000,5710000000,5793000000,5859000000,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170215248.2,185848451.3,194948375.4,175756868.7,194773376.9,213235294.1,228705882.4,250176470.6,229750000,249300000,267800000,282050000,285380952.4,307047619,433954545.5,494791666.7,454440000,449880000,507080000,530440000,603200000,570357107.1,482000000,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167575.6,726131434.7,743064076.8,787814379.2,824880550.3,1458453715,1740180444,1916996252,2061324146,2273224261,2576024016,2861560061,2987684143,3077643261,3197222215,3504024213,3621046005,
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1.08366E+12,1.1468E+12,1.23858E+12,1.32442E+12,1.45257E+12,1.5777E+12,1.7276E+12,1.84563E+12,1.99994E+12,2.19777E+12,2.41576E+12,2.67969E+12,3.10536E+12,3.76768E+12,4.26507E+12,4.72672E+12,5.14268E+12,5.82212E+12,6.96218E+12,8.05242E+12,8.99357E+12,9.13181E+12,9.05369E+12,9.37096E+12,9.74154E+12,1.02358E+13,1.24313E+13,1.43928E+13,1.62118E+13,1.69047E+13,1.90539E+13,2.02058E+13,2.17689E+13,2.19511E+13,2.35453E+13,2.6119E+13,2.63654E+13,2.59605E+13,2.60549E+13,2.73383E+13,2.78983E+13,2.76166E+13,2.86051E+13,3.20912E+13,3.57449E+13,3.78279E+13,3.99491E+13,4.37005E+13,4.6482E+13,4.35611E+13,4.57193E+13,4.94124E+13,4.94668E+13,5.00129E+13,5.10497E+13,4.83197E+13,4.92813E+13,5.14794E+13,
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,1.04272E+11,1.20354E+11,1.35812E+11,1.44653E+11,1.59717E+11,1.77353E+11,1.68886E+11,1.65768E+11,1.71668E+11,1.69403E+11,1.66349E+11,1.61385E+11,1.691E+11,1.8157E+11,1.93536E+11,2.11597E+11,2.1928E+11,2.14046E+11,2.28638E+11,2.48514E+11,2.62629E+11,2.75697E+11,2.91459E+11,3.09384E+11,3.20881E+11,3.41449E+11,
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311846,5278120713,5677828959,6190521241,5902717092,5432344902,4923009552,4648668470,4943700428,4926728939,4642280683,5347445008,5215028988,5737099646,6366340268,6414520532,7103507989,7565869928,7775078403,8140271081,8772194250,9672035709,10841742348,12275501784,13789715133,14587496229,15839344592,17710315006,18528601901,18499710128,19756494435,20979767785,21643936939,22978532897,
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,17396670260,17855026796,19441718299,23503031963,20924462623,24462449674,26655442985,26073495396,27597882791,30753646857,32178627545,34693925814,37588036165,45379535692,55816778777,63298841029,67477906809,79626893136,91780187864,1.02834E+11,1.08281E+11,1.08037E+11,1.07925E+11,1.02039E+11,1.02237E+11,1.07413E+11,1.23541E+11,1.35548E+11,1.35516E+11,1.30964E+11,1.34426E+11,1.38752E+11,1.26737E+11,1.30842E+11,1.15661E+11,1.3174E+11,1.37417E+11,1.43875E+11,1.48232E+11,1.47987E+11,1.59165E+11,1.51476E+11,1.6307E+11,1.86033E+11,2.14224E+11,2.46605E+11,2.95485E+11,3.52777E+11,4.25917E+11,4.28441E+11,4.7338E+11,5.28923E+11,5.68543E+11,6.35091E+11,6.71126E+11,6.6541E+11,6.7272E+11,7.42642E+11,
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22387561849,23678012697,23822087054,25432144400,23386945603,21774273832,23289671101,26868450815,34667270716,41523418158,45347181466,50375095636,60093896109,70474602564,62754161039,59844207749,62404149310,56548374546,58147688052,57671307487,49490142433,51640880494,55213087271,
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,273187200,271066000,281896800,294883400,325281200,353251800,368948600,369124200,367968800,391820400,331200000,362800000,372000000,466800000,565400000,681400000,879000000,947000000,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473540602,2257121668,1878248741,2167564195,2813313279,2907514523,3338938830,3723909227,4153736347,3953846311,3596443005,3472191962,2960306121,3537720277,4310358096,4756204070,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8452509316,8776350790,8724656126,7970649131,8408150518,
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34748508332,38724945368,40119073326,43160392124,46418916500,46659796773,47290180589,48770466839,49170434391,47310623887,53821315066,67716887203,85324771841,1.04067E+11,1.13035E+11,1.15295E+11,1.39851E+11,1.57998E+11,1.30594E+11,1.30923E+11,1.40782E+11,1.27857E+11,1.35216E+11,1.40118E+11,1.22879E+11,1.25817E+11,1.39135E+11,
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,2.94678E+11,2.81225E+11,2.92837E+11,3.12656E+11,3.54566E+11,3.8792E+11,3.99965E+11,4.11388E+11,4.34694E+11,4.8569E+11,5.28192E+11,5.76981E+11,6.49437E+11,8.35442E+11,1.05399E+12,1.13816E+12,1.24023E+12,1.40558E+12,1.51562E+12,1.81636E+12,2.14383E+12,2.32533E+12,2.30735E+12,2.27049E+12,2.33407E+12,2.46363E+12,2.56767E+12,2.6287E+12,2.84654E+12,3.04438E+12,3.45132E+12,3.71911E+12,3.70991E+12,3.97668E+12,4.34698E+12,4.88082E+12,5.33863E+12,5.65377E+12,5.49861E+12,5.33736E+12,5.80034E+12,5.88574E+12,5.97844E+12,6.73203E+12,8.00939E+12,9.57619E+12,1.13505E+13,1.41191E+13,1.6955E+13,1.64502E+13,1.99858E+13,2.36389E+13,2.51339E+13,2.6571E+13,2.74503E+13,2.59143E+13,2.60422E+13,2.86654E+13,
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,3.31624E+11,3.20979E+11,3.3596E+11,3.61328E+11,4.01838E+11,4.41598E+11,4.58294E+11,4.70266E+11,4.96723E+11,5.55671E+11,6.095E+11,6.58447E+11,7.34082E+11,9.32197E+11,1.18545E+12,1.29601E+12,1.40457E+12,1.58466E+12,1.71919E+12,2.05275E+12,2.42255E+12,2.73966E+12,2.69744E+12,2.59444E+12,2.63014E+12,2.76848E+12,2.8679E+12,2.94368E+12,3.16809E+12,3.35812E+12,3.78851E+12,4.06233E+12,4.04033E+12,4.29239E+12,4.65399E+12,5.23298E+12,5.72524E+12,6.0552E+12,5.90219E+12,5.75018E+12,6.25156E+12,6.33303E+12,6.46005E+12,7.27371E+12,8.64596E+12,1.03202E+13,1.22626E+13,1.51886E+13,1.824E+13,1.77098E+13,2.1438E+13,2.52995E+13,2.69248E+13,2.85359E+13,2.95672E+13,2.79921E+13,2.80653E+13,3.07912E+13,
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,37890934897,39999645009,43126846139,48531172392,47546689100,53857478459,58394309401,58991458664,62154381524,70104914886,81321540392,81660750371,85041585707,97569056424,1.32246E+11,1.58384E+11,1.65078E+11,1.80057E+11,2.04401E+11,2.37557E+11,2.80097E+11,4.1327E+11,3.8983E+11,3.2597E+11,2.99536E+11,3.0885E+11,3.05036E+11,3.19568E+11,3.26577E+11,3.19657E+11,3.40983E+11,3.46571E+11,3.33326E+11,3.17473E+11,3.07303E+11,3.52806E+11,3.87373E+11,4.01873E+11,4.04628E+11,4.14798E+11,4.53488E+11,4.49383E+11,4.84266E+11,5.44667E+11,6.4003E+11,7.47885E+11,9.17173E+11,1.07485E+12,1.2913E+12,1.26643E+12,1.45643E+12,1.6622E+12,1.79384E+12,1.97121E+12,2.1272E+12,2.08945E+12,2.0332E+12,2.13421E+12,
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,12163591850,12999382667,13894209507,14695877356,16065652654,17484479442,18979713046,19098512845,20302453551,23167561860,31887827784,29481798668,32948886232,35024211065,50863129688,58498903315,71132838871,74559322894,80770135791,99382201344,1.27835E+11,2.48235E+11,2.27079E+11,1.72927E+11,1.47914E+11,1.47723E+11,1.32937E+11,1.36801E+11,1.41817E+11,1.36967E+11,1.48024E+11,1.50023E+11,1.48126E+11,1.31514E+11,1.35202E+11,1.56254E+11,1.72773E+11,1.77131E+11,1.74288E+11,1.81458E+11,1.9887E+11,1.9967E+11,2.20799E+11,2.47737E+11,3.03336E+11,3.64257E+11,4.70784E+11,5.44051E+11,6.48034E+11,6.05773E+11,7.06536E+11,8.16006E+11,8.98603E+11,9.77362E+11,1.05885E+12,1.003E+12,9.29069E+11,9.24275E+11,
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5667756645,7076465295,8337423313,9150684932,9333536360,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455719100,51400186379,72482337370,85518233451,90158449307,81052283405,84853699994,85289491750,79954072570,75929617577,84300174477,94451427898,1.06141E+11,1.16622E+11,1.28027E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445547873,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.12524E+11,8.90815E+11,8.60854E+11,9.32256E+11,1.01554E+12,
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,26583810460,27872415343,30197427823,35110096353,32394233289,37551037576,40687364920,41193752144,43188695074,48394778096,50178303907,53398236919,52948557560,64038678946,82782720584,1.02034E+11,94202867417,1.06369E+11,1.2539E+11,1.39123E+11,1.51275E+11,1.5413E+11,1.53409E+11,1.47474E+11,1.47958E+11,1.57903E+11,1.70413E+11,1.81245E+11,1.8301E+11,1.81089E+11,1.91134E+11,1.94734E+11,1.83098E+11,1.84816E+11,1.70413E+11,1.94539E+11,2.12286E+11,2.22523E+11,2.28453E+11,2.31167E+11,2.52201E+11,2.47224E+11,2.60582E+11,2.93697E+11,3.32657E+11,3.78721E+11,4.39904E+11,5.23345E+11,6.34908E+11,6.55633E+11,7.43068E+11,8.38868E+11,8.85673E+11,9.84263E+11,1.05766E+12,1.07908E+12,1.10091E+12,1.21102E+12,
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914727080.6,1023086919,1180919719,1382548250,1567465657,1563667800,1659249982,1947408065,2328854756,2822228369,3032409189,3422651334,4466100440,5928601103,5487083658,5920177689,6566098382,6433357030,6754330155,7428280402,6792417112,6592627599,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,36535925031,38709096076,41599070242,47776000900,55726873084,58760424670,45253641303,49466168891,52377324284,57668330026,61589800520,66452561866,70509913049,84374541630,98198276857,97159222024,1.01347E+11,1.19867E+11,1.35469E+11,1.50951E+11,1.8384E+11,1.9091E+11,1.98038E+11,2.15351E+11,2.09328E+11,2.2941E+11,2.45665E+11,2.75311E+11,2.92633E+11,2.92093E+11,3.16697E+11,2.66502E+11,2.84364E+11,2.7557E+11,3.2291E+11,3.55476E+11,3.87656E+11,4.1032E+11,4.15731E+11,4.527E+11,4.62147E+11,4.78965E+11,5.08069E+11,5.99593E+11,6.99689E+11,8.08901E+11,9.20317E+11,1.20111E+12,1.18695E+12,1.32394E+12,1.65662E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10239E+12,2.27423E+12,2.60082E+12,
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4401259686,5104355500,6325627655,7490132549,7906317253,9495166028,9465078404,11261811100,14665538508,18341273856,21773901764,20694944733,21500472055,20790917686,20130728786,21295486383,28748960471,33961142322,37818134253,39285385088,49364681256,49847128533,55985506499,52480253169,57166037102,69222626263,75880632560,82826146132,90082034316,98691849563,99853528653,1.09134E+11,1.27945E+11,1.64285E+11,1.9387E+11,2.11651E+11,2.32086E+11,2.69918E+11,2.7502E+11,2.36311E+11,2.21951E+11,2.39019E+11,2.25572E+11,2.39389E+11,2.58099E+11,2.90617E+11,3.04819E+11,3.33731E+11,
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,4199134390,4426949095,4693566416,4928628018,5379845647,6197319930,6789938673,7555383690,8623172960,9743089606,10976245154,13731801565,17153463264,27081698249,46209092073,51776222350,68055295080,80600122701,77994316622,90391877325,94362275580,1.00499E+11,1.25949E+11,1.56365E+11,1.62277E+11,1.80184E+11,2.09095E+11,1.3401E+11,1.23058E+11,1.20496E+11,1.24813E+11,,,63743623232,71841461173,96419225744,1.20404E+11,1.13919E+11,1.10277E+11,1.13848E+11,1.09592E+11,1.26879E+11,1.28627E+11,1.53545E+11,1.90043E+11,2.26452E+11,2.66299E+11,3.49882E+11,4.06071E+11,4.14059E+11,4.8707E+11,5.835E+11,5.98853E+11,4.67415E+11,4.34475E+11,3.85874E+11,4.18977E+11,4.54013E+11,
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1684121535,1831700364,1954634836,1978437693,2340521143,,,,2896947634,3008120975,3281713806,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,53405689130,38424991534,42595309883,40595046639,46802508845,48284979093,47127693792,56609842393,62503055645,65641363783,1.79886E+11,,,,,,,,,,,,,,36627901762,49954890353,65140293688,88840050497,1.31614E+11,1.11661E+11,1.38517E+11,1.8575E+11,2.18001E+11,2.34648E+11,2.34648E+11,1.77499E+11,1.7056E+11,1.92061E+11,
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434097,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,518902045.5,660321818.2,827213233.6,1137337734,1492743372,1386032921,1644755723,2175791271,2474614621,2811162819,3331325038,3441249882,3159121961,2724974073,2822006039,2939845038,3930518366,5438537482,6016168896,5588533007,6372905073,6807365898,6976080331,6126456175,6294803497,7018100153,7330965239,7548912105,8453704212,8917286036,8927140438,8136345144,9207689916,11316441660,13722824251,16691490114,17048647568,21319946740,17658408759,12944114736,13310567803,14732689535,14292008745,15548321544,17304033021,16942247374,20304098101,23909289979,
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2598500000,3138500000,2510000000,2992333333,3405333333,3663333333,3980000000,4030000000,4619000000,5329333333,7045666667,6709000000,8771500000,11321750000,16334250000,15353833333,15176875000,17365700000,16836235294,21505200000,24154568627,25568701754,27826057613,31079439502,29148462483,27493591484,34083532195,40946424370,50078767903,49881433991,58986997917,67530220219,75575902932,75954641355,86307135997,1.00343E+11,1.09957E+11,1.14725E+11,1.15979E+11,1.1719E+11,1.32339E+11,1.30706E+11,1.21069E+11,1.26865E+11,1.35445E+11,1.42463E+11,1.53967E+11,1.78707E+11,2.1584E+11,2.07419E+11,2.3361E+11,2.61629E+11,2.57297E+11,2.92489E+11,3.08417E+11,2.99094E+11,3.17748E+11,3.50851E+11,
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.13021E+11,1.24261E+11,1.44781E+11,1.74913E+11,1.98906E+11,2.26945E+11,2.23976E+11,2.56747E+11,3.14019E+11,3.92379E+11,4.75683E+11,4.29282E+11,4.25863E+11,4.41581E+11,4.36443E+11,4.50726E+11,6.38274E+11,8.03055E+11,8.88668E+11,9.25598E+11,1.17733E+12,1.24211E+12,1.31581E+12,1.06145E+12,1.09559E+12,1.17079E+12,1.30893E+12,1.23905E+12,1.26631E+12,1.24856E+12,1.14176E+12,1.16232E+12,1.26651E+12,1.56965E+12,1.79831E+12,1.85266E+12,1.94263E+12,2.20305E+12,2.39073E+12,2.18516E+12,2.12506E+12,2.27629E+12,2.07282E+12,2.13049E+12,2.15173E+12,1.83287E+12,1.85938E+12,1.9348E+12,
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,699050679,748028839.4,777712445.8,826690466.2,897931401.4,972140557.2,1096738065,1148025407,1083883355,1191287652,1404776071,1539865514,1875048860,1905917553,2375096249,2860411286,2966010230,3249697393,2644449232,2425033998,2679409453,2979061412,3293533288,3619294121,2373566957,2100223150,2754566176,3286987552,3828310735,4404970059,4592224067,4071219198,3530892749,5405097571,5419134875,6538840170,7368000000,8375077443,8763219645,8851581633,8985352832,9178016493,9694169757,9399447609,10150978155,11204416000,11901911988,12827809965,13680482787,12067478478,13200286270,14413359665,14798716216,14193012191,13852192273,14145469269,14072135209,14781107822,
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,599831979.8,658078969.5,631755810.7,561187342.5,698963875.7,639596751.6,678241389,788574629,943700547.8,1197454207,1363039400,1708734940,2096568479,2602748691,3271728272,3910036925,4384685230,4680567376,4920407601,4966710013,4993829194,6401380000,6755599114,6277197435,4220945005,4160003917,4344250257,5311329067,5605841536,6237739516,6727446632,6928359238,7246188575,7912327362,8149106065,8460424401,8975689845,9582453032,10195660790,11411390409,12588665303,15056929760,17110587447,21972004086,23820230000,26425379437,28840263380,30937277606,33593843662,35826925775,37517410282,38654727746,40068308451,
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,1.05628E+11,1.23782E+11,1.46601E+11,1.72204E+11,2.12609E+11,2.40152E+11,3.18031E+11,4.32083E+11,4.79626E+11,5.21542E+11,5.86162E+11,7.21412E+11,1.01361E+12,1.05501E+12,1.10539E+12,1.21899E+12,1.13452E+12,1.24332E+12,1.31838E+12,1.39889E+12,2.07895E+12,2.53281E+12,3.07168E+12,3.05491E+12,3.13282E+12,3.58442E+12,3.90881E+12,4.45414E+12,4.90704E+12,5.44912E+12,4.83371E+12,4.41473E+12,4.03251E+12,4.56208E+12,4.88752E+12,4.30354E+12,4.11512E+12,4.44566E+12,4.81515E+12,4.75541E+12,4.53038E+12,4.51526E+12,5.03791E+12,5.23138E+12,5.7001E+12,6.15746E+12,6.20321E+12,5.15572E+12,4.85041E+12,4.39498E+12,4.94927E+12,4.87214E+12,
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932728899,24881135586,24906939560,23409027476,21250839258,20374307047,21035357833,22165932063,22135245413,16870817135,18291990619,22152694162,24636593223,30833699703,43151647003,57123671734,81003884545,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.92627E+11,2.07999E+11,2.36635E+11,2.21416E+11,1.84388E+11,1.37278E+11,1.62887E+11,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,791265458.8,792959472.1,868111400,926589348.6,998759333.6,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2502142444,2973309272,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,37021512049,40000088347,41953433591,50412754861,55096728048,61448041564,64007751188,70875223143,79263075749,
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000000,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369692689,1525112242,1605640974,1919012667,2211534585,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066,7564738836,
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249,978873232.4,718401157.7,969911421.4,505549441.4,702899156,588443893.7,,,,,,,,,,,,,,,,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3677897739,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20016747754,22158209503,
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,38715554.54,41369800.05,40572066.13,37837837.84,41246160.6,32125148.4,32085561.5,33608738.27,42972107.2,41119721.65,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743,141042610.3,132420059.3,156120895.2,181705002.6,190243321.6,185113921.6,179703443.3,171117872.4,178328873,185572501.5,
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12366563.61,12483229.31,12541562.15,12833226.39,13416554.86,13593932.32,14469078.18,16742338.25,14600000,15850000,16300000,19624746.45,22944849.12,24196018.38,31514856.31,33364055.3,30095602.29,44496737.78,49433941.48,58840662.59,68459214.07,80890204.81,86021798.52,86875571.48,98603924.81,111008962.2,130684579.6,147748773.3,172692174.4,192517321.9,217258907.8,220539507.4,242135418.1,263754660.4,295157658.1,313483384.8,333946095.6,374640295.1,383257144.9,406597034.4,433520494.9,475443712.2,497328946.7,486344351,529250459.3,577730934.1,657227386.7,723938700.4,793368441,767066391.8,766785071.2,818728133,800392821.2,849496203.9,916857359.5,936314411.5,958973183.2,992007403.1,
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3957873926,2417237754,2813933900,3988246109,3458518494,3120307808,3928171298,4854576371,6117260076,7675805108,8999227202,9889961112,10842220469,13841885921,19482038223,21704752066,29779338843,38265082645,51700619835,66567975207,64980820835,72425590649,77773431088,87024427973,96597434180,1.00273E+11,1.15537E+11,1.46133E+11,1.96964E+11,2.43526E+11,2.79349E+11,3.25734E+11,3.50051E+11,3.86303E+11,4.55603E+11,5.56131E+11,5.98099E+11,5.57503E+11,3.74241E+11,4.85248E+11,5.61633E+11,5.33052E+11,6.0902E+11,6.80521E+11,7.64881E+11,8.98137E+11,1.0118E+12,1.12268E+12,1.00222E+12,9.01935E+11,1.0945E+12,1.20246E+12,1.22281E+12,1.3056E+12,1.41133E+12,1.38276E+12,1.4148E+12,1.53075E+12,
